Library Name,State,Visits,Total Programs,Circulation
AGNES ROBINSON WATERLOO PUBLIC LIBRARY,NE,4241,43,7604
WAUNETA PUBLIC LIBRARY,NE,204,1,965
LIED LINCOLN TOWNSHIP LIBRARY,NE,1800,145,8331
WAYNE PUBLIC LIBRARY,NE,30243,287,56992
WEEPING WATER PUBLIC LIBRARY,NE,5491,25,9084
JOHN A STAHL LIBRARY,NE,25998,272,60427
DVORACEK MEMORIAL LIBRARY,NE,5353,9,17853
LIED WINSIDE PUBLIC LIBRARY,NE,2028,64,4901
WISNER PUBLIC LIBRARY,NE,1300,1,3307
MALTMAN MEMORIAL PUBLIC LIBRARY,NE,4065,140,3863
WYMORE PUBLIC LIBRARY,NE,5808,29,10590
KILGORE MEMORIAL LIBRARY,NE,36648,97,80987
YUTAN PUBLIC LIBRARY,NE,5813,192,10119
MADISON PUBLIC LIBRARY,NE,13481,17,8208
SHELBY COMMUNITY LIBRARY,NE,9421,67,12479
STRUCKMAN-BAATZ MEMORIAL LIBRARY,NE,1193,9,1166
INDIANOLA PUBLIC LIBRARY,NE,1505,16,1177
EWING TOWNSHIP LIBRARY,NE,534,0,675
PAPILLION PUBLIC LIBRARY,NE,133265,366,269858
SUPERIOR PUBLIC LIBRARY,NE,4384,12,9026
HRUSKA MEMORIAL PUBLIC LIBRARY,NE,16583,148,38222
DWIGHT COMMUNITY LIBRARY,NE,436,0,180
MILLIGAN PUBLIC LIBRARY,NE,1800,40,950
HOOPER PUBLIC LIBRARY,NE,1745,50,4444
LAUREL COMMUNITY LEARNING CENTER,NE,3412,0,7690
ALLIANCE PUBLIC LIBRARY,NE,24760,319,49194
LA VISTA PUBLIC LIBRARY,NE,63189,650,110075
BARIGHT PUBLIC LIBRARY,NE,40600,222,75512
BOB & WAUNETA BURKLEY LIBRARY & RESOURCE CENTER,NE,1708,23,1764
GIBBON PUBLIC LIBRARY,NE,5995,166,8509
BIG SPRINGS PUBLIC LIBRARY,NE,993,0,1027
DALTON PUBLIC LIBRARY,NE,64,6,148
DUNDY COUNTY LIBRARY,NE,5557,23,6186
FAITH MEMORIAL LIBRARY,NE,579,32,687
FINCH MEMORIAL LIBRARY,NE,2383,35,2836
JOHN G SMITH MEMORIAL LIBRARY,NE,712,,748
KEYA PAHA COUNTY LIBRARY,NE,879,26,1240
NEHAWKA PUBLIC LIBRARY,NE,839,,881
PETERSBURG PUBLIC LIBRARY,NE,312,43,600
PLYMOUTH PUBLIC LIBRARY,NE,1143,28,1514
SCOTIA PUBLIC LIBRARY & HERITAGE CENTER,NE,1664,103,3208
SIOUX COUNTY PUBLIC LIBRARY,NE,1723,16,3917
SPALDING PUBLIC LIBRARY,NE,912,16,2997
SPRINGBANK TOWNSHIP LIBRARY,NE,1697,,2137
STELLA COMMUNITY LIBRARY,NE,330,,247
STERLING PUBLIC LIBRARY,NE,2628,15,1528
THOMAS COUNTY LIBRARY,NE,6612,,7823
JACKSON COMMUNITY LIBRARY,NE,2700,50,14736
AULD-DOUDNA PUBLIC LIBRARY,NE,342,,534
UNADILLA COMMUNITY LIBRARY,NE,400,1,374
TUCKER FREE LIBRARY,NH,11138,54,29975
HILL PUBLIC LIBRARY,NH,2374,102,4277
FULLER PUBLIC LIBRARY,NH,15507,414,19080
HINSDALE PUBLIC LIBRARY,NH,11765,,18336
HOLDERNESS LIBRARY,NH,10566,460,21534
HOLLIS SOCIAL LIBRARY,NH,28252,206,77823
HOOKSETT PUBLIC LIBRARY,NH,45320,443,133668
HOPKINTON TOWN LIBRARY,NH,15739,190,77935
GEORGE H. AND ELLA M. RODGERS MEMORIAL LIBRARY,NH,57388,872,101839
KIMBALL LIBRARY,NH,32888,657,80650
JACKSON PUBLIC LIBRARY,NH,11787,92,18580
JAFFREY PUBLIC LIBRARY,NH,32837,262,54264
"MARC A. HURZELER, M.D. LIBRARY",NH,1426,27,4196
KEENE PUBLIC LIBRARY,NH,78569,614,190592
KENSINGTON SOCIAL & PUBLIC LIBRARY,NH,5756,109,11454
KINGSTON COMMUNITY LIBRARY,NH,25066,758,27824
LACONIA PUBLIC LIBRARY,NH,64294,260,90997
WILLIAM D. WEEKS MEMORIAL LIBRARY,NH,23972,370,27247
LEBANON PUBLIC LIBRARY,NH,48339,209,123066
LEE PUBLIC LIBRARY,NH,11317,338,34177
GRIFFIN FREE PUBLIC LIBRARY,NH,7148,169,28617
MINER MEMORIAL LIBRARY,NH,891,35,1504
LINCOLN PUBLIC LIBRARY,NH,6000,53,9490
LISBON PUBLIC LIBRARY,NH,3000,8,4764
AARON CUTLER MEMORIAL LIBRARY,NH,20079,249,32114
LITTLETON PUBLIC LIBRARY,NH,20999,116,28709
LEACH LIBRARY,NH,32798,31,165708
MAXFIELD PUBLIC LIBRARY,NH,8963,201,18502
CONVERSE FREE LIBRARY,NH,14126,149,30756
J.A. TARBELL LIBRARY,NH,1786,38,4275
MADISON LIBRARY,NH,6871,158,19150
OSCAR FOSS MEMORIAL LIBRARY,NH,9782,257,20231
MANCHESTER CITY LIBRARY,NH,117947,841,349921
FROST FREE LIBRARY,NH,5128,126,11827
MARLOW TOWN LIBRARY,NH,832,14,2303
MASON PUBLIC LIBRARY,NH,3576,97,4786
MEREDITH PUBLIC LIBRARY,NH,46224,393,48521
MERRIMACK PUBLIC LIBRARY,NH,55720,490,185453
MILAN PUBLIC LIBRARY,NH,446,1,1191
WILLIAM Y. WADLEIGH MEMORIAL LIBRARY,NH,47599,534,113616
NUTE LIBRARY,NH,1449,0,2245
MILTON FREE PUBLIC LIBRARY,NH,2292,48,8335
BARRINGTON PUBLIC LIBRARY,NH,32156,314,65423
MONROE PUBLIC LIBRARY,NH,780,23,2663
DALAND MEMORIAL LIBRARY,NH,13908,202,14397
MOULTONBOROUGH PUBLIC LIBRARY,NH,35366,635,66250
NASHUA PUBLIC LIBRARY,NH,104896,403,317746
OLIVIA RODHAM MEMORIAL LIBRARY,NH,2693,75,5623
WHIPPLE FREE LIBRARY,NH,12747,336,33257
NEWBURY PUBLIC LIBRARY,NH,14160,125,23220
NEW CASTLE PUBLIC LIBRARY,NH,1300,44,11720
NEW DURHAM PUBLIC LIBRARY,NH,10115,87,14356
PAUL MEMORIAL LIBRARY,NH,3787,46,13109
BARTLETT PUBLIC LIBRARY,NH,832,23,10568
GORDON-NASH LIBRARY AT NEW HAMPTON SCHOOL,NH,5168,210,6895
LANGDON LIBRARY,NH,5128,81,10596
NEW IPSWICH LIBRARY,NH,3908,81,11168
TRACY MEMORIAL LIBRARY,NH,32500,108,55646
NEWMARKET PUBLIC LIBRARY,NH,59131,169,36581
RICHARDS FREE LIBRARY,NH,31643,254,30799
GALE LIBRARY,NH,5319,99,16713
NORTH HAMPTON PUBLIC LIBRARY,NH,19717,236,22885
NORTHUMBERLAND PUBLIC LIBRARY,NH,3580,43,8394
CHESLEY MEMORIAL LIBRARY,NH,5124,171,18886
BATH PUBLIC LIBRARY,NH,7946,113,19514
BLAISDELL MEMORIAL LIBRARY,NH,28033,376,38118
ORFORD FREE LIBRARY,NH,1417,32,4490
OSSIPEE PUBLIC LIBRARY,NH,8138,151,11172
PELHAM PUBLIC LIBRARY,NH,36463,448,52142
PEMBROKE TOWN LIBRARY,NH,9586,201,26560
PETERBOROUGH TOWN LIBRARY,NH,53791,274,72281
PIERMONT PUBLIC LIBRARY,NH,3120,28,5152
BREMER POND MEMORIAL LIBRARY,NH,83,,0
BEDFORD PUBLIC LIBRARY,NH,87000,500,332975
JOSIAH CARPENTER LIBRARY,NH,7205,193,14026
PHILIP READ MEMORIAL LIBRARY,NH,4892,22,15819
MERIDEN LIBRARY,NH,2570,31,4215
PLAISTOW PUBLIC LIBRARY,NH,27773,612,44853
PEASE PUBLIC LIBRARY,NH,19515,138,52031
PORTSMOUTH PUBLIC LIBRARY,NH,108132,,264636
DUDLEY-TUCKER LIBRARY,NH,10268,,28415
RICHMOND PUBLIC LIBRARY,NH,1800,171,3064
INGALLS MEMORIAL LIBRARY,NH,16353,275,54032
BELMONT PUBLIC LIBRARY,NH,9169,256,24455
ROCHESTER PUBLIC LIBRARY,NH,72697,223,123620
EAST ROCHESTER PUBLIC LIBRARY,NH,410,0,204
BYRON G. MERRILL LIBRARY,NH,7149,110,14517
RYE PUBLIC LIBRARY,NH,39143,610,41745
KELLEY LIBRARY,NH,71972,196,97765
SALISBURY FREE LIBRARY,NH,2098,54,5932
SANBORNTON PUBLIC LIBRARY,NH,5950,121,15970
SANDOWN PUBLIC LIBRARY,NH,13825,447,38654
SAMUEL H. WENTWORTH LIBRARY,NH,3588,25,15978
SEABROOK LIBRARY,NH,30059,142,20538
G.E.P. DODGE LIBRARY,NH,4234,194,17658
SOMERSWORTH PUBLIC LIBRARY,NH,23642,78,22325
SOUTH HAMPTON FREE PUBLIC LIBRARY,NH,1473,3,2376
LIBBIE A. CASS MEMORIAL LIBRARY,NH,2756,14,4179
DAVIS PUBLIC LIBRARY,NH,2878,,5372
HILL LIBRARY,NH,6568,720,29525
BERLIN PUBLIC LIBRARY,NH,6100,66,10476
STRATFORD PUBLIC LIBRARY,NH,821,0,1064
WIGGIN MEMORIAL LIBRARY,NH,45535,348,58023
RICHARDSON MEMORIAL LIBRARY,NH,2500,3,8062
SULLIVAN PUBLIC LIBRARY,NH,1285,2,2365
ABBOTT LIBRARY,NH,21245,147,42695
REED FREE LIBRARY,NH,68,,48
MT. CAESAR UNION LIBRARY,NH,6419,62,14211
STRATTON FREE LIBRARY,NH,1816,4,5299
BETHLEHEM PUBLIC LIBRARY,NH,17381,305,20402
MANSFIELD PUBLIC LIBRARY,NH,1750,72,5395
THORNTON PUBLIC LIBRARY,NH,1875,17,11181
HALL MEMORIAL LIBRARY,NH,13668,615,36487
GAY-KIMBALL LIBRARY,NH,6051,90,19219
TUFTONBORO FREE LIBRARY,NH,17645,87,29193
UNITY FREE PUBLIC LIBRARY,NH,2558,0,695
WAKEFIELD PUBLIC LIBRARY,NH,454,,123
GAFNEY LIBRARY,NH,771,12,11714
BOSCAWEN PUBLIC LIBRARY,NH,6642,269,11392
WALPOLE TOWN LIBRARY,NH,12219,497,30456
PILLSBURY FREE LIBRARY,NH,8053,152,20721
JOSEPH PATCH LIBRARY,NH,1335,,3324
SHEDD FREE LIBRARY,NH,3903,3,7452
WEARE PUBLIC LIBRARY,NH,20018,280,40342
WEBSTER FREE PUBLIC LIBRARY,NH,1445,28,8542
WEBSTER MEMORIAL LIBRARY,NH,1510,7,3995
WESTMORELAND PUBLIC LIBRARY,NH,2122,24,4089
WHITEFIELD PUBLIC LIBRARY,NH,5000,182,9470
BAKER FREE LIBRARY,NH,41000,219,75803
WILMOT PUBLIC LIBRARY,NH,2525,57,7320
WILTON PUBLIC & GREGG FREE LIBRARY,NH,12214,142,26844
CONANT PUBLIC LIBRARY,NH,2268,90,3866
THAYER PUBLIC LIBRARY,NH,785,71,1040
NESMITH LIBRARY,NH,52056,219,185589
WOLFEBORO PUBLIC LIBRARY,NH,57228,262,77509
MOOSILAUKE PUBLIC LIBRARY,NH,1820,33,3011
BROWN MEMORIAL LIBRARY,NH,4782,54,10277
MARY E. BARTLETT LIBRARY,NH,11072,155,33789
MINOT-SLEEPER LIBRARY,NH,19809,328,38020
BROOKLINE PUBLIC LIBRARY,NH,12419,215,37539
ALLENSTOWN PUBLIC LIBRARY,NH,2443,8,6055
CANAAN TOWN LIBRARY,NH,9904,47,27365
SMYTH PUBLIC LIBRARY,NH,3133,188,11936
ELKINS PUBLIC LIBRARY,NH,12098,154,19909
TWIN MOUNTAIN PUBLIC LIBRARY,NH,1175,0,1459
JAMES E. NICHOLS MEMORIAL LIBRARY,NH,2812,49,8969
SILSBY FREE PUBLIC LIBRARY,NH,3744,95,5995
CHESTERFIELD PUBLIC LIBRARY,NH,6239,89,15625
CHICHESTER TOWN LIBRARY,NH,3147,62,15413
FISKE FREE LIBRARY,NH,29947,28,35318
SHEDD-PORTER MEMORIAL LIBRARY,NH,10000,101,15876
COLEBROOK PUBLIC LIBRARY,NH,9137,199,18479
CONCORD PUBLIC LIBRARY,NH,97605,235,250736
CONWAY PUBLIC LIBRARY,NH,65564,450,71955
POPE MEMORIAL LIBRARY,NH,13117,84,24043
GEORGE H. STOWELL FREE LIBRARY,NH,3198,42,7400
DALTON PUBLIC LIBRARY,NH,302,,1149
COLBY MEMORIAL LIBRARY,NH,7216,207,36979
PHILBRICK-JAMES LIBRARY,NH,5981,119,20717
GILMAN LIBRARY,NH,13104,54,24740
DEERING PUBLIC LIBRARY,NH,5404,,0
DERRY PUBLIC LIBRARY,NH,78151,652,173162
TAYLOR LIBRARY,NH,29532,206,12427
DOVER PUBLIC LIBRARY,NH,114571,477,230145
DUBLIN PUBLIC LIBRARY,NH,5095,219,10899
DUNBARTON PUBLIC LIBRARY,NH,3935,167,7938
DURHAM PUBLIC LIBRARY,NH,62951,324,92007
EAST KINGSTON PUBLIC LIBRARY,NH,21666,318,21940
AMHERST TOWN LIBRARY,NH,47145,262,188221
EFFINGHAM PUBLIC LIBRARY,NH,775,112,2358
ENFIELD PUBLIC LIBRARY,NH,9336,131,53994
HARVEY-MITCHELL MEMORIAL LIBRARY,NH,18140,260,27434
EPSOM PUBLIC LIBRARY,NH,16974,316,26690
ERROL PUBLIC LIBRARY,NH,780,0,1998
EXETER PUBLIC LIBRARY,NH,320,729,202185
GOODWIN LIBRARY,NH,6500,314,23096
FITZWILLIAM TOWN LIBRARY,NH,10325,240,16775
GEORGE HOLMES BIXBY MEMORIAL LIBRARY,NH,3161,62,7337
ABBIE GREENLEAF LIBRARY,NH,4420,143,9297
ANDOVER PUBLIC LIBRARY,NH,2162,3,6272
FRANKLIN PUBLIC LIBRARY,NH,5200,50,25328
FREEDOM PUBLIC LIBRARY,NH,8258,79,18767
FREMONT PUBLIC LIBRARY,NH,9877,219,15292
GILFORD PUBLIC LIBRARY,NH,77447,1256,89992
GILMANTON CORNER PUBLIC LIBRARY,NH,743,0,807
GOFFSTOWN PUBLIC LIBRARY,NH,37608,374,87549
GORHAM PUBLIC LIBRARY,NH,11965,124,13624
OLIVE G. PETTIS LIBRARY,NH,500,55,815
GRAFTON PUBLIC LIBRARY,NH,1865,,3341
DUNBAR FREE LIBRARY,NH,8921,214,39371
STEPHENSON MEMORIAL LIBRARY,NH,5847,53,14263
WEEKS PUBLIC LIBRARY,NH,3406,97,19889
CHAMBERLIN FREE PUBLIC LIBRARY,NH,5866,88,6886
HAMPSTEAD PUBLIC LIBRARY,NH,42105,316,62661
LANE MEMORIAL LIBRARY,NH,64022,275,71055
JAMES A. TUTTLE LIBRARY,NH,8610,199,29182
HAMPTON FALLS FREE LIBRARY,NH,4410,262,21518
HANCOCK TOWN LIBRARY,NH,11343,233,11231
HOWE LIBRARY,NH,58504,413,175776
HARRISVILLE PUBLIC LIBRARY,NH,3069,50,6021
WOODSVILLE FREE PUBLIC LIBRARY,NH,1073,,1979
PATTEN-NORTH HAVERHILL LIBRARY,NH,2093,,4408
HAVERHILL LIBRARY ASSOCIATION,NH,1631,12,5363
HEBRON PUBLIC LIBRARY,NH,1659,82,3089
DUMMER PUBLIC LIBRARY,NH,562,13,971
CAMPTON PUBLIC LIBRARY,NH,2352,40,6092
SUTTON FREE LIBRARY,NH,3657,54,11437
ACWORTH SILSBY PUBLIC LIBRARY,NH,2967,3,4295
COOK MEMORIAL LIBRARY,NH,10748,220,29667
CHOCORUA PUBLIC LIBRARY,NH,1005,37,857
ASHLAND TOWN LIBRARY,NH,3133,51,6262
CHESTER PUBLIC LIBRARY,NH,9192,238,18624
GEORGE GAMBLE LIBRARY,NH,893,2,996
HANOVER TOWN LIBRARY,NH,3218,154,9199
GILSUM PUBLIC LIBRARY,NH,1412,53,2290
SHELBURNE PUBLIC LIBRARY,NH,1120,,1746
RANDOLPH PUBLIC LIBRARY,NH,1017,24,3016
ORFORD SOCIAL LIBRARY,NH,4083,233,4117
GILMANTON IRON WORKS LIBRARY,NH,132,,134
MADBURY PUBLIC LIBRARY,NH,6384,258,14049
WILLIAM ADAMS BACHELDER LIBRARY,NH,2440,147,4234
ROLLINSFORD PUBLIC LIBRARY,NH,3692,0,7711
GILMANTON YEAR-ROUND LIBRARY ASSOCIATION,NH,5000,150,11123
ATLANTIC COUNTY LIBRARY,NJ,587113,2315,695171
ATLANTIC CITY FREE PUBLIC LIBRARY,NJ,65043,776,24880
LINWOOD PUBLIC LIBRARY,NJ,22516,95,32588
MARGATE CITY PUBLIC LIBRARY,NJ,86709,381,73794
OTTO BRUYNS PUBLIC LIBRARY,NJ,10797,235,19737
LEE MEMORIAL LIBRARY,NJ,59121,642,102145
BERGENFIELD FREE PUBLIC LIBRARY,NJ,90874,647,183238
BOGOTA PUBLIC LIBRARY,NJ,45023,406,44709
WILLIAM E. DERMODY FREE PUBLIC LIBRARY,NJ,17689,169,39521
CLIFFSIDE PARK FREE PUBLIC LIBRARY,NJ,30012,4094,166659
CLOSTER PUBLIC LIBRARY,NJ,60000,2182,122266
CRESSKILL PUBLIC LIBRARY,NJ,30460,248,97449
DEMAREST PUBLIC LIBRARY ASSOCIATION,NJ,28612,456,46566
DIXON HOMESTEAD LIBRARY,NJ,34976,247,97248
EAST RUTHERFORD MEMORIAL LIBRARY,NJ,11000,479,41953
EDGEWATER FREE PUBLIC LIBRARY,NJ,22312,574,49912
ELMWOOD PARK FREE PUBLIC LIBRARY,NJ,22296,218,40733
EMERSON PUBLIC LIBRARY,NJ,4809,298,40822
ENGLEWOOD FREE PUBLIC LIBRARY,NJ,50152,396,159888
MAURICE M. PINE FREE PUBLIC LIBRARY,NJ,195670,1201,367236
FAIRVIEW FREE PUBLIC LIBRARY,NJ,27300,473,38831
FORT LEE FREE PUBLIC LIBRARY,NJ,183566,1339,319927
FRANKLIN LAKES FREE PUBLIC LIBRARY,NJ,63730,569,124165
GARFIELD FREE PUBLIC LIBRARY,NJ,32557,193,48572
GLEN ROCK PUBLIC LIBRARY,NJ,89372,307,174694
JOHNSON FREE PUBLIC LIBRARY,NJ,120000,746,115467
HARRINGTON PARK PUBLIC LIBRARY,NJ,10000,106,40453
HASBROUCK HEIGHTS FREE PUBLIC LIBRARY,NJ,41417,278,73962
HAWORTH MUNICIPAL LIBRARY,NJ,16500,480,39265
HILLSDALE FREE PUBLIC LIBRARY,NJ,52030,196,130618
WORTH PINKHAM MEMORIAL LIBRARY,NJ,21774,134,36703
LEONIA PUBLIC LIBRARY,NJ,77843,439,152282
LITTLE FERRY FREE PUBLIC LIBRARY,NJ,6814,95,20987
LODI MEMORIAL LIBRARY,NJ,35909,285,55220
LYNDHURST FREE PUBLIC LIBRARY,NJ,60000,91,58970
MAHWAH FREE PUBLIC LIBRARY,NJ,163622,1405,285804
MAYWOOD PUBLIC LIBRARY,NJ,35952,174,63825
MIDLAND PARK MEMORIAL LIBRARY,NJ,51469,506,84895
MONTVALE FREE PUBLIC LIBRARY,NJ,38339,283,86104
NEW MILFORD PUBLIC LIBRARY,NJ,24907,542,78667
NORTH ARLINGTON PUBLIC LIBRARY,NJ,43256,1473,42609
NORTHVALE PUBLIC LIBRARY,NJ,8864,468,21723
NORWOOD PUBLIC LIBRARY,NJ,8000,238,35909
OAKLAND PUBLIC LIBRARY,NJ,43351,244,103748
OLD TAPPAN FREE PUBLIC LIBRARY,NJ,46425,539,54490
ORADELL PUBLIC LIBRARY,NJ,58424,193,111085
PALISADES PARK FREE PUBLIC LIBRARY,NJ,64064,635,96880
PARAMUS PUBLIC LIBRARY,NJ,374408,2059,445743
PARK RIDGE FREE PUBLIC LIBRARY,NJ,13704,257,73645
RAMSEY FREE PUBLIC LIBRARY,NJ,85708,619,156894
RIDGEFIELD FREE PUBLIC LIBRARY,NJ,32612,415,41093
RIDGEFIELD PARK PUBLIC LIBRARY,NJ,38792,266,43010
RIDGEWOOD PUBLIC LIBRARY,NJ,172931,2258,354259
RIVER EDGE FREE PUBLIC LIBRARY,NJ,71108,296,102013
RIVER VALE PUBLIC LIBRARY,NJ,26010,415,101120
ROCHELLE PARK PUBLIC LIBRARY,NJ,13081,450,30007
RUTHERFORD FREE PUBLIC LIBRARY,NJ,214440,778,148383
SADDLE BROOK FREE PUBLIC LIBRARY,NJ,25000,290,57982
TEANECK PUBLIC LIBRARY,NJ,118390,452,362236
TENAFLY FREE PUBLIC LIBRARY,NJ,100290,517,186998
UPPER SADDLE RIVER PUBLIC LIBRARY,NJ,64902,312,113724
WALDWICK PUBLIC LIBRARY,NJ,66934,392,92533
JOHN F. KENNEDY MEMORIAL LIBRARY,NJ,8331,169,24013
WASHINGTON TWP PUBLIC LIBRARY/BERGEN,NJ,27802,512,76044
WESTWOOD FREE PUBLIC LIBRARY,NJ,68118,480,100728
WOOD-RIDGE MEMORIAL LIBRARY,NJ,35533,415,54618
WYCKOFF FREE PUBLIC LIBRARY,NJ,44553,549,205715
BURLINGTON COUNTY LIBRARY,NJ,569430,2492,1086422
LIBRARY COMPANY OF BURLINGTON,NJ,10628,163,15272
CROSSWICKS LIBRARY COMPANY,NJ,31207,,48624
DELANCO PUBLIC LIBRARY,NJ,5565,100,12387
BEVERLY FREE LIBRARY,NJ,3560,32,10801
FLORENCE TOWNSHIP LIBRARY,NJ,11650,24,15440
MOORESTOWN LIBRARY,NJ,109732,777,167577
MOUNT HOLLY LIBRARY AND LYCEUM,NJ,33058,,51509
MOUNT LAUREL LIBRARY,NJ,134274,766,369903
RIVERSIDE PUBLIC LIBRARY,NJ,2688,20,4302
SALLY STRETCH KEEN MEMORIAL LIBRARY,NJ,34171,,53243
WILLINGBORO PUBLIC LIBRARY,NJ,39269,434,31668
CAMDEN COUNTY LIBRARY,NJ,267772,1088,689453
AUDUBON FREE PUBLIC LIBRARY,NJ,4250,122,20090
MARIE FLECHE MEMORIAL LIBRARY,NJ,16621,171,16300
CHERRY HILL FREE PUBLIC LIBRARY,NJ,160779,982,306254
CLEMENTON MEMORIAL LIBRARY,NJ,16084,,27618
COLLINGSWOOD FREE PUBLIC LIBRARY,NJ,101753,382,56032
GIBBSBORO PUBLIC LIBRARY,NJ,9387,,15509
GLOUCESTER CITY LIBRARY,NJ,23623,382,19885
HADDONFIELD PUBLIC LIBRARY,NJ,90845,321,117464
HADDON HEIGHTS PUBLIC LIBRARY,NJ,6303,120,25877
OAKLYN MEMORIAL LIBRARY,NJ,12713,,21226
PENNSAUKEN FREE PUBLIC LIBRARY,NJ,39645,279,37825
RUNNEMEDE PUBLIC LIBRARY,NJ,27570,,42958
STRATFORD PUBLIC LIBRARY,NJ,1976,56,6864
WATERFORD TOWNSHIP PUBLIC LIBRARY,NJ,18702,255,13625
CAPE MAY COUNTY LIBRARY,NJ,318117,1632,507125
OCEAN CITY FREE PUBLIC LIBRARY,NJ,168284,871,332371
CUMBERLAND COUNTY LIBRARY,NJ,12577,188,40838
BRIDGETON FREE PUBLIC LIBRARY,NJ,16324,97,4032
MILLVILLE PUBLIC LIBRARY,NJ,35965,621,25052
VINELAND PUBLIC LIBRARY,NJ,44850,312,50899
BELLEVILLE PUBLIC LIBRARY,NJ,18479,537,20797
BLOOMFIELD PUBLIC LIBRARY,NJ,114552,3427,147989
CALDWELL FREE PUBLIC LIBRARY,NJ,570,1506,18566
CEDAR GROVE FREE PUBLIC LIBRARY,NJ,31303,580,67356
EAST ORANGE PUBLIC LIBRARY,NJ,65000,188,134285
ANTHONY PIO COSTA MEMORIAL LIBRARY,NJ,14436,856,36920
GLEN RIDGE FREE PUBLIC LIBRARY,NJ,69590,475,98394
IRVINGTON PUBLIC LIBRARY,NJ,28684,142,16387
RUTH L. ROCKWOOD MEMORIAL LIBRARY,NJ,203840,647,433579
MAPLEWOOD MEMORIAL LIBRARY,NJ,20235,422,163142
MILLBURN FREE PUBLIC LIBRARY,NJ,108323,673,321177
MONTCLAIR PUBLIC LIBRARY,NJ,114113,756,321033
NEWARK PUBLIC LIBRARY,NJ,220811,3210,72530
NUTLEY FREE PUBLIC LIBRARY,NJ,94342,564,181184
THE ORANGE PUBLIC LIBRARY,NJ,7330,265,5572
ROSELAND FREE PUBLIC LIBRARY,NJ,66115,416,68818
SOUTH ORANGE PUBLIC LIBRARY,NJ,70920,303,79693
VERONA FREE PUBLIC LIBRARY,NJ,102000,446,103987
WEST CALDWELL PUBLIC LIBRARY,NJ,77781,523,118126
WEST ORANGE FREE PUBLIC LIBRARY,NJ,74808,589,203779
GLOUCESTER COUNTY LIBRARY,NJ,220280,3630,381984
JAMES H. JOHNSON MEMORIAL LIBRARY,NJ,33592,484,58274
FRANKLIN TWP PUBLIC LIBRARY/GLOUCESTER,NJ,19555,247,25639
MONROE TWP PUBLIC LIBRARY/GLOUCESTER,NJ,112867,507,76150
NEWFIELD PUBLIC LIBRARY,NJ,8323,130,6748
GILL MEMORIAL LIBRARY,NJ,9016,113,1722
MCCOWAN MEMORIAL LIBRARY,NJ,45058,313,34614
MARGARET E. HEGGAN FREE PUBLIC LIBRARY,NJ,66566,476,170801
WENONAH FREE PUBLIC LIBRARY,NJ,5204,153,7114
WEST DEPTFORD FREE PUBLIC LIBRARY,NJ,51839,568,50695
WESTVILLE PUBLIC LIBRARY,NJ,2023,7,2635
WOODBURY PUBLIC LIBRARY,NJ,15000,167,38388
BAYONNE FREE PUBLIC LIBRARY,NJ,50000,178,20768
HARRISON PUBLIC LIBRARY,NJ,59887,,110797
HOBOKEN PUBLIC LIBRARY,NJ,141624,1515,241321
JERSEY CITY FREE PUBLIC LIBRARY,NJ,159506,1669,424424
KEARNY PUBLIC LIBRARY,NJ,59923,895,47128
NORTH BERGEN FREE PUBLIC LIBRARY,NJ,75490,905,102471
SECAUCUS FREE PUBLIC LIBRARY,NJ,66788,901,101217
UNION CITY PUBLIC LIBRARY,NJ,62400,438,33940
WEEHAWKEN FREE PUBLIC LIBRARY,NJ,12118,338,40177
WEST NEW YORK FREE PUBLIC LIBRARY,NJ,26000,125,28700
HUNTERDON COUNTY LIBRARY,NJ,208797,929,803865
FLEMINGTON FREE PUBLIC LIBRARY,NJ,20798,211,21363
FRENCHTOWN PUBLIC LIBRARY,NJ,5875,,9707
HIGH BRIDGE PUBLIC LIBRARY,NJ,1934,0,3821
HOLLAND TOWNSHIP FREE PUBLIC LIBRARY,NJ,15599,,26785
LAMBERTVILLE FREE PUBLIC LIBRARY,NJ,10664,140,15174
MILFORD PUBLIC LIBRARY,NJ,5283,,8729
TEWKSBURY TOWNSHIP PUBLIC LIBRARY,NJ,8000,223,27060
MERCER COUNTY LIBRARY,NJ,667029,5923,1409958
HAMILTON TOWNSHIP FREE PUBLIC LIBRARY,NJ,48500,467,142652
HOPEWELL PUBLIC LIBRARY,NJ,2600,112,9238
PENNINGTON FREE PUBLIC LIBRARY,NJ,6957,91,20608
PRINCETON PUBLIC LIBRARY,NJ,461728,1446,487543
TRENTON FREE PUBLIC LIBRARY,NJ,68525,1106,61439
CARTERET FREE PUBLIC LIBRARY,NJ,47595,143,20574
CRANBURY PUBLIC LIBRARY,NJ,7491,107,16703
DUNELLEN FREE PUBLIC LIBRARY,NJ,10947,471,14036
EAST BRUNSWICK PUBLIC LIBRARY,NJ,186063,1184,557634
EDISON TOWNSHIP FREE PUBLIC LIBRARY,NJ,224567,418,564530
HIGHLAND PARK PUBLIC LIBRARY,NJ,45905,356,113898
JAMESBURG PUBLIC LIBRARY,NJ,4348,42,6329
METUCHEN PUBLIC LIBRARY,NJ,71815,651,124766
MIDDLESEX PUBLIC LIBRARY,NJ,18436,272,26553
MILLTOWN PUBLIC LIBRARY,NJ,15093,158,38900
MONROE TWP PUBLIC LIBRARY/MIDDLESEX,NJ,198021,1341,385708
NEW BRUNSWICK FREE PUBLIC LIBRARY,NJ,38527,506,28856
